 0.1 , 0.2 , 347317,
 0.1 , 0.3 , 347317,
 0.1 , 0.4 , 347317,
 0.1 , 0.5 , 347317,
 0.1 , 0.6 , 347317,
 0.1 , 0.7 , 347317,
 0.1 , 0.8 , 347317,
 0.1 , 0.9 , 347317,
 0.1 , 1 , 347317,
 0.1 , 1.1 , 347317,
 0.1 , 1.2 , 347317,
 0.1 , 1.3 , 352441,
 0.1 , 1.4 , 352367,
 0.1 , 1.5 , 352364,
 0.1 , 1.6 , 347399,
 0.2 , 0.4 , 318838,
 0.2 , 0.5 , 335968,
 0.2 , 0.6 , 329327,
 0.2 , 0.7 , 343536,
 0.2 , 0.8 , 343545,
 0.2 , 0.9 , 328320,
 0.2 , 1 , 350099,
 0.2 , 1.1 , 328139,
 0.2 , 1.2 , 342225,
 0.2 , 1.3 , 348041,
 0.2 , 1.4 , 364865,
 0.2 , 1.5 , 346867,
 0.2 , 1.6 , 358142,
 0.3 , 0.2 , 359524,
 0.3 , 0.3 , 343007,
 0.3 , 0.4 , 348674,
 0.3 , 0.5 , 349095,
 0.3 , 0.6 , 347721,
 0.3 , 0.7 , 349138,
 0.3 , 0.8 , 337945,
 0.3 , 0.9 , 286897,
 0.3 , 1 , 353186,
 0.3 , 1.1 , 288044,
 0.3 , 1.2 , 288529,
 0.3 , 1.3 , 317105,
 0.3 , 1.4 , 354937,
 0.3 , 1.5 , 291087,
 0.3 , 1.6 , 290964,
 0.4 , 0.2 , 288351,
 0.4 , 0.3 , 285849,
 0.4 , 0.4 , 287588,
 0.4 , 0.5 , 287101,
 0.4 , 0.6 , 286828,
 0.4 , 0.7 , 343257,
 0.4 , 0.8 , 344469,
 0.4 , 0.9 , 350230,
 0.4 , 1 , 347269,
 0.4 , 1.1 , 356433,
 0.4 , 1.2 , 346589,
 0.4 , 1.3 , 351963,
 0.4 , 1.4 , 347751,
 0.4 , 1.5 , 354317,
 0.4 , 1.6 , 339635,
 0.5 , 0.2 , 345237,
 0.5 , 0.3 , 356094,
 0.5 , 0.4 , 287484,
 0.5 , 0.5 , 289083,
 0.5 , 0.6 , 369299,
 0.5 , 0.7 , 277761,
 0.5 , 0.8 , 364516,
 0.5 , 0.9 , 350337,
 0.5 , 1 , 356195,
 0.5 , 1.1 , 349402,
 0.5 , 1.2 , 351402,
 0.5 , 1.3 , 347767,
 0.5 , 1.4 , 323950,
 0.5 , 1.5 , 326961,
 0.5 , 1.6 , 342826,
 0.6 , 0.2 , 350293,
 0.6 , 0.3 , 325109,
 0.6 , 0.4 , 374163,
 0.6 , 0.5 , 345184,
 0.6 , 0.6 , 353350,
 0.6 , 0.7 , 355980,
 0.6 , 0.8 , 350601,
 0.6 , 0.9 , 346951,
 0.6 , 1 , 340153,
 0.6 , 1.1 , 349540,
 0.6 , 1.2 , 363954,
 0.6 , 1.3 , 356906,
 0.6 , 1.4 , 338266,
 0.6 , 1.5 , 349768,
 0.6 , 1.6 , 352678,
 0.7 , 0.2 , 351760,
 0.7 , 0.3 , 294717,
 0.7 , 0.4 , 336687,
 0.7 , 0.5 , 333966,
 0.7 , 0.6 , 352945,
 0.7, 0.7, 338084,
 0.7, 0.8, 340046,
 0.7, 0.9, 340348,
 0.7, 1, 351207,
 0.7, 1.1, 324397,
 0.7, 1.2, 358232,
 0.7, 1.3, 357922,
 0.7, 1.4, 310539,
 0.7, 1.5, 328211,
 0.7, 1.6, 333509,

 0.8 , 0.3 , 336863,
 0.8 , 0.4 , 331942,
 0.8 , 0.5 , 357173,
 0.8 , 0.6 , 359354,
 0.8 , 0.7 , 372592,
 0.8 , 0.8 , 360267,
 0.8 , 0.9 , 326122,
 0.8 , 1 , 376245,
 0.8 , 1.1 , 283560,
 0.8 , 1.2 , 357384,
 0.8 , 1.3 , 360565,
 0.8 , 1.4 , 367176,
 0.8 , 1.5 , 353625,
 0.8 , 1.6 , 325720,
 0.9 , 0.2 , 332094,
 0.9 , 0.3 , 360383,
 0.9 , 0.4 , 345102,
 0.9 , 0.5 , 357658,
 0.9 , 0.6 , 339241,
 0.9 , 0.7 , 356277,
 0.9 , 0.8 , 303953,
 0.9 , 0.9 , 316578,
 0.9 , 1 , 328815,
 0.9 , 1.1 , 341562,
 0.9 , 1.2 , 362419,
 0.9 , 1.3 , 351610,
 0.9 , 1.4 , 352335,
 0.9 , 1.5 , 357688,
 0.9 , 1.6 , 355492,
 1 , 0.2 , 356166,
 1 , 0.3 , 355137,
 1 , 0.4 , 342096,
 1 , 0.5 , 363448,
 1 , 0.6 , 357992,
 1 , 0.7 , 328453,
 1 , 0.8 , 358562,
 1 , 0.9 , 352947,
 1 , 1 , 355566,
 1 , 1.1 , 346801,
 1 , 1.2 , 356969,
 1 , 1.3 , 358217,
 1 , 1.4 , 361865,
 1 , 1.5 , 370470,
 1 , 1.6 , 356439,
 1.1 , 0.2 , 365044,
 1.1 , 0.3 , 344149,
 1.1 , 0.4 , 361066,
 1.1 , 0.5 , 364301,
 1.1 , 0.6 , 331441,
 1.1 , 0.7 , 280303,
 1.1 , 0.8 , 353837,
 1.1 , 0.9 , 349081,
 1.1 , 1 , 327244,
 1.1 , 1.1 , 346840,
 1.1 , 1.2 , 340898,
 1.1 , 1.3 , 356794,
 1.1 , 1.4 , 346306,
 1.1 , 1.5 , 353415,
 1.1 , 1.6 , 342151,
 1.2 , 0.2 , 349834,
 1.2 , 0.3 , 344520,
 1.2 , 0.4 , 361475,
 1.2 , 0.5 , 353659,
 1.2 , 0.6 , 340089,
 1.2 , 0.7 , 351112,
 1.2 , 0.8 , 358678,
 1.2 , 0.9 , 318955,
 1.2 , 1 , 324035,
 1.2 , 1.1 , 335650,
 1.2 , 1.2 , 335715,
 1.2 , 1.3 , 358833,
 1.2 , 1.4 , 362345,
 1.2 , 1.5 , 342542,
 1.2 , 1.6 , 340290,
 1.3 , 0.2 , 340309,
 1.3 , 0.3 , 349659,
 1.3 , 0.4 , 323612,
 1.3 , 0.5 , 352181,
 1.3 , 0.6 , 356207,
 1.3 , 0.7 , 335941,
 1.3 , 0.8 , 333993,
 1.3 , 0.9 , 346314,
 1.3 , 1 , 346696,
 1.3 , 1.1 , 342360,
 1.3 , 1.2 , 326004,
 1.3 , 1.3 , 333250,
 1.3 , 1.4 , 351954,
 1.3 , 1.5 , 332168,
 1.3 , 1.6 , 354051,
 1.4 , 0.2 , 331214,
 1.4 , 0.3 , 363521,
 1.4 , 0.4 , 336289,
 1.4 , 0.5 , 350759,
 1.4 , 0.6 , 348785,
 1.4 , 0.7 , 340718,
 1.4 , 0.8 , 358412,
 1.4 , 0.9 , 356011,
 1.4 , 1 , 337456,
 1.4 , 1.1 , 334959,
 1.4 , 1.2 , 334959,
 1.4 , 1.3 , 355200,
 1.4 , 1.4 , 329946,
 1.4 , 1.5 , 355200,
 1.4 , 1.6 , 345404,
 1.5 , 0.2 , 345404,
 1.5 , 0.3 , 345404,
 1.5 , 0.4 , 335755,
 1.5 , 0.5 , 516123,
